scenario,standard,param_name,param_value,rng_run,flow_id,src,dst,txPkts,rxPkts,lost,lossRate_pct,meanDelay_ms,jitter_ms
capacity,80211ax,nMidi,6,6,1,192.168.1.2:49153,192.168.1.1:9,884,884,0,0,0.0641102,0.00494628
capacity,80211ax,nMidi,6,6,2,192.168.1.5:49153,192.168.1.1:9,901,901,0,0,0.065092,0.00560299
capacity,80211ax,nMidi,6,6,3,192.168.1.6:49153,192.168.1.1:9,794,794,0,0,0.0626247,0.00448174
capacity,80211ax,nMidi,6,6,4,192.168.1.4:49153,192.168.1.1:9,801,801,0,0,0.0657403,0.00516625
capacity,80211ax,nMidi,6,6,5,192.168.1.7:49153,192.168.1.1:9,851,851,0,0,0.0626899,0.00447024
capacity,80211ax,nMidi,6,6,6,192.168.1.3:49153,192.168.1.1:9,794,794,0,0,0.0628342,0.00469622
capacity,80211ax,nMidi,6,7,1,192.168.1.7:49153,192.168.1.1:9,998,998,0,0,0.0666307,0.00641905
capacity,80211ax,nMidi,6,7,2,192.168.1.5:49153,192.168.1.1:9,945,945,0,0,0.0694508,0.00634408
capacity,80211ax,nMidi,6,7,3,192.168.1.3:49153,192.168.1.1:9,973,973,0,0,0.0714068,0.0108383
capacity,80211ax,nMidi,6,7,4,192.168.1.6:49153,192.168.1.1:9,849,849,0,0,0.0683149,0.00634515
capacity,80211ax,nMidi,6,7,5,192.168.1.2:49153,192.168.1.1:9,888,888,0,0,0.0691833,0.00479286
capacity,80211ax,nMidi,6,7,6,192.168.1.4:49153,192.168.1.1:9,872,872,0,0,0.0700269,0.0112014
capacity,80211ax,nMidi,6,8,1,192.168.1.7:49153,192.168.1.1:9,886,886,0,0,0.0695034,0.0101371
capacity,80211ax,nMidi,6,8,2,192.168.1.2:49153,192.168.1.1:9,781,781,0,0,0.0762798,0.0100277
capacity,80211ax,nMidi,6,8,3,192.168.1.5:49153,192.168.1.1:9,859,859,0,0,0.0625591,0.00450613
capacity,80211ax,nMidi,6,8,4,192.168.1.3:49153,192.168.1.1:9,920,920,0,0,0.0663263,0.00630364
capacity,80211ax,nMidi,6,8,5,192.168.1.4:49153,192.168.1.1:9,809,809,0,0,0.0685123,0.0101955
capacity,80211ax,nMidi,6,8,6,192.168.1.6:49153,192.168.1.1:9,802,802,0,0,0.0622442,0.00371286
capacity,80211ax,nMidi,6,9,1,192.168.1.2:49153,192.168.1.1:9,727,727,0,0,0.0621356,0.00344725
capacity,80211ax,nMidi,6,9,2,192.168.1.5:49153,192.168.1.1:9,867,867,0,0,0.063505,0.00615112
capacity,80211ax,nMidi,6,9,3,192.168.1.7:49153,192.168.1.1:9,858,858,0,0,0.063568,0.00517811
capacity,80211ax,nMidi,6,9,4,192.168.1.3:49153,192.168.1.1:9,902,902,0,0,0.0661198,0.00696736
capacity,80211ax,nMidi,6,9,5,192.168.1.6:49153,192.168.1.1:9,868,868,0,0,0.067184,0.0053321
capacity,80211ax,nMidi,6,9,6,192.168.1.4:49153,192.168.1.1:9,971,971,0,0,0.0653144,0.00587484
capacity,80211ax,nMidi,6,10,1,192.168.1.7:49153,192.168.1.1:9,857,857,0,0,0.0625707,0.00447314
capacity,80211ax,nMidi,6,10,2,192.168.1.5:49153,192.168.1.1:9,841,841,0,0,0.0760043,0.00851272
capacity,80211ax,nMidi,6,10,3,192.168.1.3:49153,192.168.1.1:9,904,904,0,0,0.0649246,0.00783849
capacity,80211ax,nMidi,6,10,4,192.168.1.4:49153,192.168.1.1:9,870,870,0,0,0.0628266,0.00448037
capacity,80211ax,nMidi,6,10,5,192.168.1.2:49153,192.168.1.1:9,857,857,0,0,0.0631703,0.00538425
capacity,80211ax,nMidi,6,10,6,192.168.1.6:49153,192.168.1.1:9,947,947,0,0,0.068276,0.00647889
capacity,80211ax,nMidi,8,1,1,192.168.1.8:49153,192.168.1.1:9,807,807,0,0,0.0656228,0.00914865
capacity,80211ax,nMidi,8,1,2,192.168.1.7:49153,192.168.1.1:9,859,859,0,0,0.0670756,0.00573602
capacity,80211ax,nMidi,8,1,3,192.168.1.2:49153,192.168.1.1:9,898,898,0,0,0.076003,0.0103526
capacity,80211ax,nMidi,8,1,4,192.168.1.4:49153,192.168.1.1:9,970,970,0,0,0.0659844,0.00672184
capacity,80211ax,nMidi,8,1,5,192.168.1.3:49153,192.168.1.1:9,931,931,0,0,0.0710976,0.0059967
capacity,80211ax,nMidi,8,1,6,192.168.1.5:49153,192.168.1.1:9,832,832,0,0,0.0652623,0.00608689
capacity,80211ax,nMidi,8,1,7,192.168.1.9:49153,192.168.1.1:9,823,823,0,0,0.0718813,0.00679264
capacity,80211ax,nMidi,8,1,8,192.168.1.6:49153,192.168.1.1:9,713,713,0,0,0.0621804,0.00293001
capacity,80211ax,nMidi,8,2,1,192.168.1.8:49153,192.168.1.1:9,869,869,0,0,0.0629379,0.00457091
capacity,80211ax,nMidi,8,2,2,192.168.1.3:49153,192.168.1.1:9,793,793,0,0,0.0643693,0.00761659
capacity,80211ax,nMidi,8,2,3,192.168.1.7:49153,192.168.1.1:9,970,970,0,0,0.0664007,0.00560821
capacity,80211ax,nMidi,8,2,4,192.168.1.9:49153,192.168.1.1:9,962,962,0,0,0.0633427,0.00545638
capacity,80211ax,nMidi,8,2,5,192.168.1.2:49153,192.168.1.1:9,735,735,0,0,0.0649046,0.00566428
capacity,80211ax,nMidi,8,2,6,192.168.1.5:49153,192.168.1.1:9,865,865,0,0,0.0638562,0.00387465
capacity,80211ax,nMidi,8,2,7,192.168.1.6:49153,192.168.1.1:9,838,838,0,0,0.0658965,0.00834396
capacity,80211ax,nMidi,8,2,8,192.168.1.4:49153,192.168.1.1:9,825,825,0,0,0.0646209,0.00716461
capacity,80211ax,nMidi,8,3,1,192.168.1.3:49153,192.168.1.1:9,908,908,0,0,0.0720306,0.00706286
capacity,80211ax,nMidi,8,3,2,192.168.1.8:49153,192.168.1.1:9,865,865,0,0,0.066843,0.00646326
capacity,80211ax,nMidi,8,3,3,192.168.1.4:49153,192.168.1.1:9,796,796,0,0,0.066993,0.00608206
capacity,80211ax,nMidi,8,3,4,192.168.1.2:49153,192.168.1.1:9,870,870,0,0,0.0711272,0.0137452
capacity,80211ax,nMidi,8,3,5,192.168.1.7:49153,192.168.1.1:9,963,963,0,0,0.0630188,0.00506619
capacity,80211ax,nMidi,8,3,6,192.168.1.6:49153,192.168.1.1:9,784,784,0,0,0.0687656,0.00717248
capacity,80211ax,nMidi,8,3,7,192.168.1.9:49153,192.168.1.1:9,932,932,0,0,0.0715891,0.010373
capacity,80211ax,nMidi,8,3,8,192.168.1.5:49153,192.168.1.1:9,873,873,0,0,0.0754223,0.00824363
capacity,80211ax,nMidi,8,4,1,192.168.1.4:49153,192.168.1.1:9,976,976,0,0,0.0667695,0.00549502
capacity,80211ax,nMidi,8,4,2,192.168.1.8:49153,192.168.1.1:9,832,832,0,0,0.0631598,0.00415223
capacity,80211ax,nMidi,8,4,3,192.168.1.2:49153,192.168.1.1:9,868,868,0,0,0.0643905,0.00578897
capacity,80211ax,nMidi,8,4,4,192.168.1.3:49153,192.168.1.1:9,796,796,0,0,0.0624822,0.00387862
capacity,80211ax,nMidi,8,4,5,192.168.1.7:49153,192.168.1.1:9,895,895,0,0,0.0659956,0.00501944
capacity,80211ax,nMidi,8,4,6,192.168.1.5:49153,192.168.1.1:9,863,863,0,0,0.0671084,0.00610553
capacity,80211ax,nMidi,8,4,7,192.168.1.9:49153,192.168.1.1:9,797,797,0,0,0.0631184,0.00483891
capacity,80211ax,nMidi,8,4,8,192.168.1.6:49153,192.168.1.1:9,763,763,0,0,0.0684164,0.00667806
capacity,80211ax,nMidi,8,5,1,192.168.1.9:49153,192.168.1.1:9,771,771,0,0,0.0671832,0.00656122
capacity,80211ax,nMidi,8,5,2,192.168.1.8:49153,192.168.1.1:9,800,800,0,0,0.069856,0.0109787
capacity,80211ax,nMidi,8,5,3,192.168.1.4:49153,192.168.1.1:9,776,776,0,0,0.0621552,0.00295682
capacity,80211ax,nMidi,8,5,4,192.168.1.7:49153,192.168.1.1:9,814,814,0,0,0.0699973,0.00994687
capacity,80211ax,nMidi,8,5,5,192.168.1.2:49153,192.168.1.1:9,744,744,0,0,0.063157,0.00503789
capacity,80211ax,nMidi,8,5,6,192.168.1.5:49153,192.168.1.1:9,868,868,0,0,0.0627734,0.00306647
capacity,80211ax,nMidi,8,5,7,192.168.1.6:49153,192.168.1.1:9,829,829,0,0,0.0656722,0.00511355
capacity,80211ax,nMidi,8,5,8,192.168.1.3:49153,192.168.1.1:9,942,942,0,0,0.0634179,0.00374007
capacity,80211ax,nMidi,8,6,1,192.168.1.2:49153,192.168.1.1:9,910,910,0,0,0.0629017,0.00466557
capacity,80211ax,nMidi,8,6,2,192.168.1.8:49153,192.168.1.1:9,916,916,0,0,0.0672087,0.00532279
capacity,80211ax,nMidi,8,6,3,192.168.1.4:49153,192.168.1.1:9,828,828,0,0,0.0633574,0.00554257
capacity,80211ax,nMidi,8,6,4,192.168.1.9:49153,192.168.1.1:9,746,746,0,0,0.0632614,0.00498487
capacity,80211ax,nMidi,8,6,5,192.168.1.7:49153,192.168.1.1:9,960,960,0,0,0.0635594,0.00597694
capacity,80211ax,nMidi,8,6,6,192.168.1.3:49153,192.168.1.1:9,935,935,0,0,0.062465,0.00370908
capacity,80211ax,nMidi,8,6,7,192.168.1.5:49153,192.168.1.1:9,867,867,0,0,0.0637681,0.00560727
capacity,80211ax,nMidi,8,6,8,192.168.1.6:49153,192.168.1.1:9,819,819,0,0,0.0634024,0.00540515
capacity,80211ax,nMidi,8,7,1,192.168.1.7:49153,192.168.1.1:9,901,901,0,0,0.0633207,0.00379424
capacity,80211ax,nMidi,8,7,2,192.168.1.5:49153,192.168.1.1:9,860,860,0,0,0.0631923,0.00517815
capacity,80211ax,nMidi,8,7,3,192.168.1.6:49153,192.168.1.1:9,874,874,0,0,0.0701295,0.00762274
capacity,80211ax,nMidi,8,7,4,192.168.1.8:49153,192.168.1.1:9,792,792,0,0,0.0627825,0.00399859
capacity,80211ax,nMidi,8,7,5,192.168.1.2:49153,192.168.1.1:9,965,965,0,0,0.0634365,0.00456938
capacity,80211ax,nMidi,8,7,6,192.168.1.4:49153,192.168.1.1:9,887,887,0,0,0.0755434,0.00994857
capacity,80211ax,nMidi,8,7,7,192.168.1.9:49153,192.168.1.1:9,955,955,0,0,0.0629919,0.0046989
capacity,80211ax,nMidi,8,7,8,192.168.1.3:49153,192.168.1.1:9,795,795,0,0,0.0628227,0.0046677
capacity,80211ax,nMidi,8,8,1,192.168.1.5:49153,192.168.1.1:9,840,840,0,0,0.064738,0.00444025
capacity,80211ax,nMidi,8,8,2,192.168.1.2:49153,192.168.1.1:9,880,880,0,0,0.0626039,0.00364714
capacity,80211ax,nMidi,8,8,3,192.168.1.7:49153,192.168.1.1:9,844,844,0,0,0.0624275,0.0035373
capacity,80211ax,nMidi,8,8,4,192.168.1.9:49153,192.168.1.1:9,812,812,0,0,0.0681734,0.00744303
capacity,80211ax,nMidi,8,8,5,192.168.1.4:49153,192.168.1.1:9,845,845,0,0,0.0664235,0.00684352
capacity,80211ax,nMidi,8,8,6,192.168.1.8:49153,192.168.1.1:9,832,832,0,0,0.0630864,0.00435894
capacity,80211ax,nMidi,8,8,7,192.168.1.3:49153,192.168.1.1:9,997,997,0,0,0.0660047,0.00690568
capacity,80211ax,nMidi,8,8,8,192.168.1.6:49153,192.168.1.1:9,822,822,0,0,0.062621,0.00342474
capacity,80211ax,nMidi,8,9,1,192.168.1.3:49153,192.168.1.1:9,816,816,0,0,0.0648006,0.00639367
capacity,80211ax,nMidi,8,9,2,192.168.1.7:49153,192.168.1.1:9,872,872,0,0,0.0635288,0.00562578
capacity,80211ax,nMidi,8,9,3,192.168.1.9:49153,192.168.1.1:9,836,836,0,0,0.0756778,0.00809269
capacity,80211ax,nMidi,8,9,4,192.168.1.8:49153,192.168.1.1:9,809,809,0,0,0.0621522,0.0029736
capacity,80211ax,nMidi,8,9,5,192.168.1.5:49153,192.168.1.1:9,924,924,0,0,0.073584,0.00946012
capacity,80211ax,nMidi,8,9,6,192.168.1.2:49153,192.168.1.1:9,900,900,0,0,0.063412,0.0053438
capacity,80211ax,nMidi,8,9,7,192.168.1.4:49153,192.168.1.1:9,795,795,0,0,0.0638925,0.00569708
capacity,80211ax,nMidi,8,9,8,192.168.1.6:49153,192.168.1.1:9,821,821,0,0,0.0631508,0.0046205
capacity,80211ax,nMidi,8,10,1,192.168.1.2:49153,192.168.1.1:9,924,924,0,0,0.0675169,0.0056414
capacity,80211ax,nMidi,8,10,2,192.168.1.5:49153,192.168.1.1:9,933,933,0,0,0.0627167,0.00432442
capacity,80211ax,nMidi,8,10,3,192.168.1.3:49153,192.168.1.1:9,924,924,0,0,0.0636966,0.00607957
capacity,80211ax,nMidi,8,10,4,192.168.1.8:49153,192.168.1.1:9,908,908,0,0,0.0632913,0.00510985
capacity,80211ax,nMidi,8,10,5,192.168.1.7:49153,192.168.1.1:9,884,884,0,0,0.0643515,0.00763055
capacity,80211ax,nMidi,8,10,6,192.168.1.6:49153,192.168.1.1:9,867,867,0,0,0.0629851,0.00491294
capacity,80211ax,nMidi,8,10,7,192.168.1.9:49153,192.168.1.1:9,934,934,0,0,0.0633704,0.00555449
capacity,80211ax,nMidi,8,10,8,192.168.1.4:49153,192.168.1.1:9,700,700,0,0,0.0695503,0.00730001
capacity,80211ax,nMidi,10,1,1,192.168.1.6:49153,192.168.1.1:9,881,881,0,0,0.0670445,0.00658197
capacity,80211ax,nMidi,10,1,2,192.168.1.10:49153,192.168.1.1:9,837,837,0,0,0.062765,0.00343951
capacity,80211ax,nMidi,10,1,3,192.168.1.8:49153,192.168.1.1:9,784,784,0,0,0.0744605,0.0154953
capacity,80211ax,nMidi,10,1,4,192.168.1.11:49153,192.168.1.1:9,815,815,0,0,0.0679222,0.00559605
capacity,80211ax,nMidi,10,1,5,192.168.1.7:49153,192.168.1.1:9,865,865,0,0,0.0658115,0.00680336
capacity,80211ax,nMidi,10,1,6,192.168.1.4:49153,192.168.1.1:9,858,858,0,0,0.0638434,0.00582518
capacity,80211ax,nMidi,10,1,7,192.168.1.9:49153,192.168.1.1:9,871,871,0,0,0.0739659,0.00870866
capacity,80211ax,nMidi,10,1,8,192.168.1.5:49153,192.168.1.1:9,931,931,0,0,0.0669926,0.00646602
capacity,80211ax,nMidi,10,1,9,192.168.1.3:49153,192.168.1.1:9,665,665,0,0,0.0658752,0.00398121
capacity,80211ax,nMidi,10,1,10,192.168.1.2:49153,192.168.1.1:9,806,806,0,0,0.0726617,0.0123266
capacity,80211ax,nMidi,10,2,1,192.168.1.6:49153,192.168.1.1:9,903,903,0,0,0.0746343,0.00967541
capacity,80211ax,nMidi,10,2,2,192.168.1.3:49153,192.168.1.1:9,881,881,0,0,0.0633153,0.00420714
capacity,80211ax,nMidi,10,2,3,192.168.1.7:49153,192.168.1.1:9,835,835,0,0,0.0642713,0.00380134
capacity,80211ax,nMidi,10,2,4,192.168.1.10:49153,192.168.1.1:9,939,939,0,0,0.0696004,0.00957933
capacity,80211ax,nMidi,10,2,5,192.168.1.8:49153,192.168.1.1:9,904,904,0,0,0.0727074,0.00617684
capacity,80211ax,nMidi,10,2,6,192.168.1.5:49153,192.168.1.1:9,998,998,0,0,0.0663587,0.00713385
capacity,80211ax,nMidi,10,2,7,192.168.1.4:49153,192.168.1.1:9,832,832,0,0,0.0665687,0.00530508
capacity,80211ax,nMidi,10,2,8,192.168.1.9:49153,192.168.1.1:9,959,959,0,0,0.0627178,0.00237576
capacity,80211ax,nMidi,10,2,9,192.168.1.2:49153,192.168.1.1:9,886,886,0,0,0.0634518,0.00352137
capacity,80211ax,nMidi,10,2,10,192.168.1.11:49153,192.168.1.1:9,828,828,0,0,0.0740502,0.00694464
capacity,80211ax,nMidi,10,3,1,192.168.1.6:49153,192.168.1.1:9,837,837,0,0,0.0632625,0.00447506
capacity,80211ax,nMidi,10,3,2,192.168.1.4:49153,192.168.1.1:9,894,894,0,0,0.0660254,0.00422009
capacity,80211ax,nMidi,10,3,3,192.168.1.7:49153,192.168.1.1:9,980,980,0,0,0.0659805,0.00394463
capacity,80211ax,nMidi,10,3,4,192.168.1.10:49153,192.168.1.1:9,906,906,0,0,0.0644644,0.00340104
capacity,80211ax,nMidi,10,3,5,192.168.1.8:49153,192.168.1.1:9,781,781,0,0,0.0675692,0.00700386
capacity,80211ax,nMidi,10,3,6,192.168.1.9:49153,192.168.1.1:9,973,973,0,0,0.0658908,0.00643658
capacity,80211ax,nMidi,10,3,7,192.168.1.2:49153,192.168.1.1:9,930,930,0,0,0.0714453,0.00565243
capacity,80211ax,nMidi,10,3,8,192.168.1.11:49153,192.168.1.1:9,851,851,0,0,0.0705768,0.00755689
capacity,80211ax,nMidi,10,3,9,192.168.1.3:49153,192.168.1.1:9,822,822,0,0,0.0623379,0.00265637
capacity,80211ax,nMidi,10,3,10,192.168.1.5:49153,192.168.1.1:9,682,682,0,0,0.069018,0.00663082
capacity,80211ax,nMidi,10,4,1,192.168.1.5:49153,192.168.1.1:9,874,874,0,0,0.0644164,0.00412462
capacity,80211ax,nMidi,10,4,2,192.168.1.8:49153,192.168.1.1:9,874,874,0,0,0.069395,0.00815749
capacity,80211ax,nMidi,10,4,3,192.168.1.11:49153,192.168.1.1:9,934,934,0,0,0.0680491,0.00634687
capacity,80211ax,nMidi,10,4,4,192.168.1.4:49153,192.168.1.1:9,932,932,0,0,0.0726397,0.00841087
capacity,80211ax,nMidi,10,4,5,192.168.1.3:49153,192.168.1.1:9,840,840,0,0,0.0638281,0.00521136
capacity,80211ax,nMidi,10,4,6,192.168.1.6:49153,192.168.1.1:9,902,902,0,0,0.0715563,0.00538532
capacity,80211ax,nMidi,10,4,7,192.168.1.2:49153,192.168.1.1:9,870,870,0,0,0.0645444,0.0069877
capacity,80211ax,nMidi,10,4,8,192.168.1.9:49153,192.168.1.1:9,875,875,0,0,0.0776883,0.00999743
capacity,80211ax,nMidi,10,4,9,192.168.1.7:49153,192.168.1.1:9,876,876,0,0,0.0639848,0.0029924
capacity,80211ax,nMidi,10,4,10,192.168.1.10:49153,192.168.1.1:9,664,664,0,0,0.0701194,0.00559026
capacity,80211ax,nMidi,10,5,1,192.168.1.10:49153,192.168.1.1:9,857,857,0,0,0.0688638,0.00790994
capacity,80211ax,nMidi,10,5,2,192.168.1.5:49153,192.168.1.1:9,916,916,0,0,0.0717445,0.00407647
capacity,80211ax,nMidi,10,5,3,192.168.1.6:49153,192.168.1.1:9,821,821,0,0,0.0649172,0.00573136
capacity,80211ax,nMidi,10,5,4,192.168.1.2:49153,192.168.1.1:9,942,942,0,0,0.0701488,0.00637237
capacity,80211ax,nMidi,10,5,5,192.168.1.3:49153,192.168.1.1:9,948,948,0,0,0.0669486,0.00643787
capacity,80211ax,nMidi,10,5,6,192.168.1.4:49153,192.168.1.1:9,787,787,0,0,0.0668322,0.00600323
capacity,80211ax,nMidi,10,5,7,192.168.1.11:49153,192.168.1.1:9,824,824,0,0,0.0668361,0.00413146
capacity,80211ax,nMidi,10,5,8,192.168.1.7:49153,192.168.1.1:9,898,898,0,0,0.0760906,0.00725507
capacity,80211ax,nMidi,10,5,9,192.168.1.8:49153,192.168.1.1:9,958,958,0,0,0.0676843,0.00775427
capacity,80211ax,nMidi,10,5,10,192.168.1.9:49153,192.168.1.1:9,880,880,0,0,0.0789207,0.0113823
capacity,80211ax,nMidi,10,6,1,192.168.1.5:49153,192.168.1.1:9,899,899,0,0,0.0673753,0.00533642
capacity,80211ax,nMidi,10,6,2,192.168.1.6:49153,192.168.1.1:9,810,810,0,0,0.0784891,0.0101326
capacity,80211ax,nMidi,10,6,3,192.168.1.4:49153,192.168.1.1:9,806,806,0,0,0.0632075,0.00311477
capacity,80211ax,nMidi,10,6,4,192.168.1.10:49153,192.168.1.1:9,811,811,0,0,0.0687098,0.0074026
capacity,80211ax,nMidi,10,6,5,192.168.1.11:49153,192.168.1.1:9,919,919,0,0,0.0637119,0.0030919
capacity,80211ax,nMidi,10,6,6,192.168.1.9:49153,192.168.1.1:9,953,953,0,0,0.0691923,0.0055748
capacity,80211ax,nMidi,10,6,7,192.168.1.7:49153,192.168.1.1:9,979,979,0,0,0.0692645,0.00747097
capacity,80211ax,nMidi,10,6,8,192.168.1.3:49153,192.168.1.1:9,728,728,0,0,0.0671813,0.00613235
capacity,80211ax,nMidi,10,6,9,192.168.1.2:49153,192.168.1.1:9,962,962,0,0,0.0648666,0.00465812
capacity,80211ax,nMidi,10,6,10,192.168.1.8:49153,192.168.1.1:9,825,825,0,0,0.0692808,0.00922092
capacity,80211ax,nMidi,10,7,1,192.168.1.8:49153,192.168.1.1:9,928,928,0,0,0.0641766,0.00486122
capacity,80211ax,nMidi,10,7,2,192.168.1.6:49153,192.168.1.1:9,1007,1007,0,0,0.0649096,0.00457497
capacity,80211ax,nMidi,10,7,3,192.168.1.9:49153,192.168.1.1:9,830,830,0,0,0.062723,0.00377471
capacity,80211ax,nMidi,10,7,4,192.168.1.3:49153,192.168.1.1:9,844,844,0,0,0.0649942,0.0041876
capacity,80211ax,nMidi,10,7,5,192.168.1.4:49153,192.168.1.1:9,814,814,0,0,0.0642604,0.00410297
capacity,80211ax,nMidi,10,7,6,192.168.1.2:49153,192.168.1.1:9,968,968,0,0,0.0623624,0.00288082
capacity,80211ax,nMidi,10,7,7,192.168.1.5:49153,192.168.1.1:9,892,892,0,0,0.0655875,0.0039268
capacity,80211ax,nMidi,10,7,8,192.168.1.7:49153,192.168.1.1:9,796,796,0,0,0.0625308,0.00330438
capacity,80211ax,nMidi,10,7,9,192.168.1.10:49153,192.168.1.1:9,872,872,0,0,0.0631065,0.00372617
capacity,80211ax,nMidi,10,7,10,192.168.1.11:49153,192.168.1.1:9,749,749,0,0,0.0628768,0.00314058
capacity,80211ax,nMidi,10,8,1,192.168.1.10:49153,192.168.1.1:9,928,928,0,0,0.0662838,0.00529783
capacity,80211ax,nMidi,10,8,2,192.168.1.6:49153,192.168.1.1:9,859,859,0,0,0.0741832,0.0142319
capacity,80211ax,nMidi,10,8,3,192.168.1.7:49153,192.168.1.1:9,938,938,0,0,0.062645,0.00358817
capacity,80211ax,nMidi,10,8,4,192.168.1.5:49153,192.168.1.1:9,840,840,0,0,0.0672658,0.00866897
capacity,80211ax,nMidi,10,8,5,192.168.1.2:49153,192.168.1.1:9,913,913,0,0,0.0743173,0.0115166
capacity,80211ax,nMidi,10,8,6,192.168.1.3:49153,192.168.1.1:9,934,934,0,0,0.0631346,0.00435694
capacity,80211ax,nMidi,10,8,7,192.168.1.9:49153,192.168.1.1:9,860,860,0,0,0.0644725,0.00363116
capacity,80211ax,nMidi,10,8,8,192.168.1.11:49153,192.168.1.1:9,785,785,0,0,0.0724976,0.00910718
capacity,80211ax,nMidi,10,8,9,192.168.1.8:49153,192.168.1.1:9,846,846,0,0,0.0672105,0.00504934
capacity,80211ax,nMidi,10,8,10,192.168.1.4:49153,192.168.1.1:9,839,839,0,0,0.0774129,0.0128621
capacity,80211ax,nMidi,10,9,1,192.168.1.3:49153,192.168.1.1:9,888,888,0,0,0.066242,0.00508159
capacity,80211ax,nMidi,10,9,2,192.168.1.5:49153,192.168.1.1:9,739,739,0,0,0.0685314,0.00789429
capacity,80211ax,nMidi,10,9,3,192.168.1.2:49153,192.168.1.1:9,943,943,0,0,0.063699,0.00540798
capacity,80211ax,nMidi,10,9,4,192.168.1.6:49153,192.168.1.1:9,914,914,0,0,0.0626164,0.00267419
capacity,80211ax,nMidi,10,9,5,192.168.1.7:49153,192.168.1.1:9,874,874,0,0,0.0659539,0.0100419
capacity,80211ax,nMidi,10,9,6,192.168.1.10:49153,192.168.1.1:9,770,770,0,0,0.0693711,0.00726628
capacity,80211ax,nMidi,10,9,7,192.168.1.11:49153,192.168.1.1:9,922,922,0,0,0.067985,0.00532276
capacity,80211ax,nMidi,10,9,8,192.168.1.9:49153,192.168.1.1:9,820,820,0,0,0.0653346,0.00553672
capacity,80211ax,nMidi,10,9,9,192.168.1.4:49153,192.168.1.1:9,914,914,0,0,0.0725369,0.00881562
capacity,80211ax,nMidi,10,9,10,192.168.1.8:49153,192.168.1.1:9,842,842,0,0,0.0650807,0.00545236
capacity,80211ax,nMidi,10,10,1,192.168.1.5:49153,192.168.1.1:9,937,937,0,0,0.0690827,0.0059327
capacity,80211ax,nMidi,10,10,2,192.168.1.10:49153,192.168.1.1:9,814,814,0,0,0.0639313,0.00501817
capacity,80211ax,nMidi,10,10,3,192.168.1.2:49153,192.168.1.1:9,899,899,0,0,0.0648841,0.00386283
capacity,80211ax,nMidi,10,10,4,192.168.1.6:49153,192.168.1.1:9,938,938,0,0,0.0630708,0.00316129
capacity,80211ax,nMidi,10,10,5,192.168.1.8:49153,192.168.1.1:9,925,925,0,0,0.0653403,0.00578252
capacity,80211ax,nMidi,10,10,6,192.168.1.3:49153,192.168.1.1:9,834,834,0,0,0.0737661,0.00898708
capacity,80211ax,nMidi,10,10,7,192.168.1.11:49153,192.168.1.1:9,899,899,0,0,0.0676031,0.00780275
capacity,80211ax,nMidi,10,10,8,192.168.1.9:49153,192.168.1.1:9,974,974,0,0,0.0656814,0.00506588
capacity,80211ax,nMidi,10,10,9,192.168.1.7:49153,192.168.1.1:9,767,767,0,0,0.0722679,0.00817612
capacity,80211ax,nMidi,10,10,10,192.168.1.4:49153,192.168.1.1:9,961,961,0,0,0.0741748,0.00957378
capacity,80211ax,nMidi,12,1,1,192.168.1.8:49153,192.168.1.1:9,811,811,0,0,0.0687692,0.00917943
capacity,80211ax,nMidi,12,1,2,192.168.1.11:49153,192.168.1.1:9,877,877,0,0,0.0690087,0.00666384
capacity,80211ax,nMidi,12,1,3,192.168.1.2:49153,192.168.1.1:9,780,780,0,0,0.0863842,0.0138672
capacity,80211ax,nMidi,12,1,4,192.168.1.6:49153,192.168.1.1:9,780,780,0,0,0.0628043,0.00344279
capacity,80211ax,nMidi,12,1,5,192.168.1.3:49153,192.168.1.1:9,824,824,0,0,0.0786126,0.0128036
capacity,80211ax,nMidi,12,1,6,192.168.1.5:49153,192.168.1.1:9,872,872,0,0,0.0707175,0.00765638
capacity,80211ax,nMidi,12,1,7,192.168.1.4:49153,192.168.1.1:9,867,867,0,0,0.0734959,0.00872118
capacity,80211ax,nMidi,12,1,8,192.168.1.10:49153,192.168.1.1:9,885,885,0,0,0.0710869,0.00996061
capacity,80211ax,nMidi,12,1,9,192.168.1.12:49153,192.168.1.1:9,985,985,0,0,0.0713924,0.00944455
capacity,80211ax,nMidi,12,1,10,192.168.1.9:49153,192.168.1.1:9,851,851,0,0,0.0717218,0.00865628
capacity,80211ax,nMidi,12,1,11,192.168.1.13:49153,192.168.1.1:9,855,855,0,0,0.0699326,0.00926924
capacity,80211ax,nMidi,12,1,12,192.168.1.7:49153,192.168.1.1:9,754,754,0,0,0.0672203,0.00987065
capacity,80211ax,nMidi,12,2,1,192.168.1.10:49153,192.168.1.1:9,765,765,0,0,0.0790454,0.00930106
capacity,80211ax,nMidi,12,2,2,192.168.1.13:49153,192.168.1.1:9,836,836,0,0,0.0642396,0.00387364
capacity,80211ax,nMidi,12,2,3,192.168.1.11:49153,192.168.1.1:9,900,900,0,0,0.0724081,0.00683896
capacity,80211ax,nMidi,12,2,4,192.168.1.12:49153,192.168.1.1:9,872,872,0,0,0.0659833,0.00542155
capacity,80211ax,nMidi,12,2,5,192.168.1.5:49153,192.168.1.1:9,851,851,0,0,0.082856,0.00856617
capacity,80211ax,nMidi,12,2,6,192.168.1.4:49153,192.168.1.1:9,927,927,0,0,0.08155,0.0103884
