scenario,standard,param_name,param_value,rng_run,flow_id,src,dst,txPkts,rxPkts,lost,lossRate_pct,meanDelay_ms,jitter_ms
capacity,80211ax,nMidi,12,2,7,192.168.1.9:49153,192.168.1.1:9,979,979,0,0,0.0654491,0.00394245
capacity,80211ax,nMidi,12,2,8,192.168.1.2:49153,192.168.1.1:9,855,855,0,0,0.0655008,0.0053999
capacity,80211ax,nMidi,12,2,9,192.168.1.3:49153,192.168.1.1:9,794,794,0,0,0.0665198,0.00420703
capacity,80211ax,nMidi,12,2,10,192.168.1.6:49153,192.168.1.1:9,970,970,0,0,0.07125,0.00696862
capacity,80211ax,nMidi,12,2,11,192.168.1.8:49153,192.168.1.1:9,843,843,0,0,0.0624797,0.0023666
capacity,80211ax,nMidi,12,2,12,192.168.1.7:49153,192.168.1.1:9,867,867,0,0,0.0672052,0.0057604
capacity,80211ax,nMidi,12,3,1,192.168.1.11:49153,192.168.1.1:9,924,924,0,0,0.0698312,0.00674569
capacity,80211ax,nMidi,12,3,2,192.168.1.13:49153,192.168.1.1:9,916,916,0,0,0.0697237,0.00527339
capacity,80211ax,nMidi,12,3,3,192.168.1.7:49153,192.168.1.1:9,921,921,0,0,0.0711067,0.00628406
capacity,80211ax,nMidi,12,3,4,192.168.1.4:49153,192.168.1.1:9,810,810,0,0,0.0671674,0.00600368
capacity,80211ax,nMidi,12,3,5,192.168.1.12:49153,192.168.1.1:9,785,785,0,0,0.0643276,0.00352076
capacity,80211ax,nMidi,12,3,6,192.168.1.2:49153,192.168.1.1:9,813,813,0,0,0.063354,0.00311584
capacity,80211ax,nMidi,12,3,7,192.168.1.3:49153,192.168.1.1:9,850,850,0,0,0.0706723,0.00854282
capacity,80211ax,nMidi,12,3,8,192.168.1.5:49153,192.168.1.1:9,905,905,0,0,0.0627124,0.00312759
capacity,80211ax,nMidi,12,3,9,192.168.1.9:49153,192.168.1.1:9,733,733,0,0,0.0659252,0.004796
capacity,80211ax,nMidi,12,3,10,192.168.1.10:49153,192.168.1.1:9,900,900,0,0,0.0757025,0.00882806
capacity,80211ax,nMidi,12,3,11,192.168.1.6:49153,192.168.1.1:9,847,847,0,0,0.0693374,0.00631856
capacity,80211ax,nMidi,12,3,12,192.168.1.8:49153,192.168.1.1:9,932,932,0,0,0.0654465,0.00436822
capacity,80211ax,nMidi,12,4,1,192.168.1.12:49153,192.168.1.1:9,961,961,0,0,0.0657668,0.00449407
capacity,80211ax,nMidi,12,4,2,192.168.1.8:49153,192.168.1.1:9,959,959,0,0,0.0681964,0.00569461
capacity,80211ax,nMidi,12,4,3,192.168.1.2:49153,192.168.1.1:9,869,869,0,0,0.063409,0.00354042
capacity,80211ax,nMidi,12,4,4,192.168.1.7:49153,192.168.1.1:9,876,876,0,0,0.0712855,0.00535733
capacity,80211ax,nMidi,12,4,5,192.168.1.3:49153,192.168.1.1:9,869,869,0,0,0.0694603,0.00576131
capacity,80211ax,nMidi,12,4,6,192.168.1.6:49153,192.168.1.1:9,805,805,0,0,0.0633727,0.00210888
capacity,80211ax,nMidi,12,4,7,192.168.1.9:49153,192.168.1.1:9,903,903,0,0,0.0654691,0.00314792
capacity,80211ax,nMidi,12,4,8,192.168.1.10:49153,192.168.1.1:9,871,871,0,0,0.0628903,0.00266593
capacity,80211ax,nMidi,12,4,9,192.168.1.11:49153,192.168.1.1:9,874,874,0,0,0.0681277,0.00501007
capacity,80211ax,nMidi,12,4,10,192.168.1.4:49153,192.168.1.1:9,806,806,0,0,0.0646044,0.00457927
capacity,80211ax,nMidi,12,4,11,192.168.1.13:49153,192.168.1.1:9,846,846,0,0,0.0635316,0.00429862
capacity,80211ax,nMidi,12,4,12,192.168.1.5:49153,192.168.1.1:9,814,814,0,0,0.0638255,0.00351847
capacity,80211ax,nMidi,12,5,1,192.168.1.8:49153,192.168.1.1:9,918,918,0,0,0.0678432,0.00666561
capacity,80211ax,nMidi,12,5,2,192.168.1.7:49153,192.168.1.1:9,860,860,0,0,0.0669277,0.00383988
capacity,80211ax,nMidi,12,5,3,192.168.1.9:49153,192.168.1.1:9,952,952,0,0,0.0707917,0.00799389
capacity,80211ax,nMidi,12,5,4,192.168.1.4:49153,192.168.1.1:9,936,936,0,0,0.0801852,0.0131261
capacity,80211ax,nMidi,12,5,5,192.168.1.11:49153,192.168.1.1:9,854,854,0,0,0.0654969,0.00571596
capacity,80211ax,nMidi,12,5,6,192.168.1.13:49153,192.168.1.1:9,827,827,0,0,0.072886,0.00830779
capacity,80211ax,nMidi,12,5,7,192.168.1.2:49153,192.168.1.1:9,845,845,0,0,0.0810026,0.0186775
capacity,80211ax,nMidi,12,5,8,192.168.1.12:49153,192.168.1.1:9,958,958,0,0,0.0710971,0.00743809
capacity,80211ax,nMidi,12,5,9,192.168.1.3:49153,192.168.1.1:9,898,898,0,0,0.0739529,0.0114181
capacity,80211ax,nMidi,12,5,10,192.168.1.6:49153,192.168.1.1:9,919,919,0,0,0.0633213,0.00415158
capacity,80211ax,nMidi,12,5,11,192.168.1.5:49153,192.168.1.1:9,798,798,0,0,0.0844572,0.0153891
capacity,80211ax,nMidi,12,5,12,192.168.1.10:49153,192.168.1.1:9,848,848,0,0,0.0673908,0.00510599
capacity,80211ax,nMidi,12,6,1,192.168.1.12:49153,192.168.1.1:9,855,855,0,0,0.0721327,0.00727982
capacity,80211ax,nMidi,12,6,2,192.168.1.9:49153,192.168.1.1:9,822,822,0,0,0.0676001,0.00463645
capacity,80211ax,nMidi,12,6,3,192.168.1.5:49153,192.168.1.1:9,852,852,0,0,0.073312,0.00802161
capacity,80211ax,nMidi,12,6,4,192.168.1.11:49153,192.168.1.1:9,866,866,0,0,0.0626991,0.0018944
capacity,80211ax,nMidi,12,6,5,192.168.1.2:49153,192.168.1.1:9,806,806,0,0,0.0649885,0.00634919
capacity,80211ax,nMidi,12,6,6,192.168.1.7:49153,192.168.1.1:9,831,831,0,0,0.0759004,0.00703789
capacity,80211ax,nMidi,12,6,7,192.168.1.6:49153,192.168.1.1:9,941,941,0,0,0.0767383,0.0104126
capacity,80211ax,nMidi,12,6,8,192.168.1.8:49153,192.168.1.1:9,1050,1050,0,0,0.0692049,0.00566699
capacity,80211ax,nMidi,12,6,9,192.168.1.3:49153,192.168.1.1:9,828,828,0,0,0.0678579,0.00567713
capacity,80211ax,nMidi,12,6,10,192.168.1.10:49153,192.168.1.1:9,930,930,0,0,0.0684037,0.00503395
capacity,80211ax,nMidi,12,6,11,192.168.1.13:49153,192.168.1.1:9,938,938,0,0,0.0654041,0.00529095
capacity,80211ax,nMidi,12,6,12,192.168.1.4:49153,192.168.1.1:9,769,769,0,0,0.0761469,0.00818283
capacity,80211ax,nMidi,12,7,1,192.168.1.9:49153,192.168.1.1:9,940,940,0,0,0.0629556,0.0025722
capacity,80211ax,nMidi,12,7,2,192.168.1.8:49153,192.168.1.1:9,764,764,0,0,0.0738431,0.0100054
capacity,80211ax,nMidi,12,7,3,192.168.1.13:49153,192.168.1.1:9,839,839,0,0,0.0665864,0.00569076
capacity,80211ax,nMidi,12,7,4,192.168.1.2:49153,192.168.1.1:9,953,953,0,0,0.0633267,0.00346216
capacity,80211ax,nMidi,12,7,5,192.168.1.5:49153,192.168.1.1:9,768,768,0,0,0.0638222,0.00360876
capacity,80211ax,nMidi,12,7,6,192.168.1.12:49153,192.168.1.1:9,804,804,0,0,0.0750908,0.0103236
capacity,80211ax,nMidi,12,7,7,192.168.1.3:49153,192.168.1.1:9,816,816,0,0,0.0663807,0.00402703
capacity,80211ax,nMidi,12,7,8,192.168.1.10:49153,192.168.1.1:9,833,833,0,0,0.0669986,0.0065803
capacity,80211ax,nMidi,12,7,9,192.168.1.7:49153,192.168.1.1:9,864,864,0,0,0.0650832,0.00652776
capacity,80211ax,nMidi,12,7,10,192.168.1.11:49153,192.168.1.1:9,896,896,0,0,0.0721866,0.00720959
capacity,80211ax,nMidi,12,7,11,192.168.1.6:49153,192.168.1.1:9,934,934,0,0,0.0657668,0.00583857
capacity,80211ax,nMidi,12,7,12,192.168.1.4:49153,192.168.1.1:9,851,851,0,0,0.0658912,0.00493485
capacity,80211ax,nMidi,12,8,1,192.168.1.4:49153,192.168.1.1:9,765,765,0,0,0.0883886,0.0225382
capacity,80211ax,nMidi,12,8,2,192.168.1.5:49153,192.168.1.1:9,862,862,0,0,0.0631303,0.00367006
capacity,80211ax,nMidi,12,8,3,192.168.1.8:49153,192.168.1.1:9,815,815,0,0,0.0682973,0.00618909
capacity,80211ax,nMidi,12,8,4,192.168.1.9:49153,192.168.1.1:9,863,863,0,0,0.0717093,0.00785817
capacity,80211ax,nMidi,12,8,5,192.168.1.7:49153,192.168.1.1:9,990,990,0,0,0.0734269,0.00674098
capacity,80211ax,nMidi,12,8,6,192.168.1.6:49153,192.168.1.1:9,829,829,0,0,0.0655618,0.00681965
capacity,80211ax,nMidi,12,8,7,192.168.1.12:49153,192.168.1.1:9,944,944,0,0,0.0822987,0.0170533
capacity,80211ax,nMidi,12,8,8,192.168.1.13:49153,192.168.1.1:9,910,910,0,0,0.0650295,0.00406808
capacity,80211ax,nMidi,12,8,9,192.168.1.10:49153,192.168.1.1:9,840,840,0,0,0.0772627,0.0106749
capacity,80211ax,nMidi,12,8,10,192.168.1.11:49153,192.168.1.1:9,997,997,0,0,0.0630124,0.00340883
capacity,80211ax,nMidi,12,8,11,192.168.1.3:49153,192.168.1.1:9,808,808,0,0,0.0665745,0.00373365
capacity,80211ax,nMidi,12,8,12,192.168.1.2:49153,192.168.1.1:9,866,866,0,0,0.0710844,0.0134715
capacity,80211ax,nMidi,12,9,1,192.168.1.4:49153,192.168.1.1:9,862,862,0,0,0.0693696,0.00498326
capacity,80211ax,nMidi,12,9,2,192.168.1.9:49153,192.168.1.1:9,817,817,0,0,0.0643361,0.00518517
capacity,80211ax,nMidi,12,9,3,192.168.1.2:49153,192.168.1.1:9,818,818,0,0,0.062392,0.00207042
capacity,80211ax,nMidi,12,9,4,192.168.1.6:49153,192.168.1.1:9,943,943,0,0,0.0692095,0.0053141
capacity,80211ax,nMidi,12,9,5,192.168.1.10:49153,192.168.1.1:9,770,770,0,0,0.0637108,0.00514757
capacity,80211ax,nMidi,12,9,6,192.168.1.13:49153,192.168.1.1:9,744,744,0,0,0.0652449,0.00504191
capacity,80211ax,nMidi,12,9,7,192.168.1.5:49153,192.168.1.1:9,930,930,0,0,0.0656592,0.00478524
capacity,80211ax,nMidi,12,9,8,192.168.1.11:49153,192.168.1.1:9,704,704,0,0,0.0648201,0.00654465
capacity,80211ax,nMidi,12,9,9,192.168.1.7:49153,192.168.1.1:9,876,876,0,0,0.0712406,0.00633796
capacity,80211ax,nMidi,12,9,10,192.168.1.3:49153,192.168.1.1:9,875,875,0,0,0.067545,0.00672682
capacity,80211ax,nMidi,12,9,11,192.168.1.8:49153,192.168.1.1:9,859,859,0,0,0.0666361,0.0063344
capacity,80211ax,nMidi,12,9,12,192.168.1.12:49153,192.168.1.1:9,945,945,0,0,0.0763754,0.00730286
capacity,80211ax,nMidi,12,10,1,192.168.1.2:49153,192.168.1.1:9,851,851,0,0,0.0762627,0.00907016
capacity,80211ax,nMidi,12,10,2,192.168.1.7:49153,192.168.1.1:9,977,977,0,0,0.065574,0.00588678
capacity,80211ax,nMidi,12,10,3,192.168.1.5:49153,192.168.1.1:9,961,961,0,0,0.0653961,0.00414323
capacity,80211ax,nMidi,12,10,4,192.168.1.13:49153,192.168.1.1:9,911,911,0,0,0.0708847,0.0105474
capacity,80211ax,nMidi,12,10,5,192.168.1.10:49153,192.168.1.1:9,884,884,0,0,0.0813015,0.0100338
capacity,80211ax,nMidi,12,10,6,192.168.1.3:49153,192.168.1.1:9,993,993,0,0,0.0729054,0.00623371
capacity,80211ax,nMidi,12,10,7,192.168.1.9:49153,192.168.1.1:9,913,913,0,0,0.0657362,0.0051226
capacity,80211ax,nMidi,12,10,8,192.168.1.12:49153,192.168.1.1:9,924,924,0,0,0.0690933,0.00493122
capacity,80211ax,nMidi,12,10,9,192.168.1.4:49153,192.168.1.1:9,725,725,0,0,0.066996,0.00703438
capacity,80211ax,nMidi,12,10,10,192.168.1.6:49153,192.168.1.1:9,902,902,0,0,0.0699033,0.00582251
capacity,80211ax,nMidi,12,10,11,192.168.1.8:49153,192.168.1.1:9,690,690,0,0,0.0699326,0.00714244
capacity,80211ax,nMidi,12,10,12,192.168.1.11:49153,192.168.1.1:9,821,821,0,0,0.0643311,0.00384536
capacity,80211be,nMidi,1,1,1,192.168.1.2:49153,192.168.1.1:9,820,820,0,0,0.0663474,0.00273213
capacity,80211be,nMidi,1,2,1,192.168.1.2:49153,192.168.1.1:9,754,754,0,0,0.0673903,0.00467332
capacity,80211be,nMidi,1,3,1,192.168.1.2:49153,192.168.1.1:9,831,831,0,0,0.0684084,0.00662347
capacity,80211be,nMidi,1,4,1,192.168.1.2:49153,192.168.1.1:9,838,838,0,0,0.0660275,0.00223425
capacity,80211be,nMidi,1,5,1,192.168.1.2:49153,192.168.1.1:9,934,934,0,0,0.0665063,0.00308795
capacity,80211be,nMidi,1,6,1,192.168.1.2:49153,192.168.1.1:9,769,769,0,0,0.0676791,0.00528159
capacity,80211be,nMidi,1,7,1,192.168.1.2:49153,192.168.1.1:9,849,849,0,0,0.0672031,0.0043186
capacity,80211be,nMidi,1,8,1,192.168.1.2:49153,192.168.1.1:9,866,866,0,0,0.0660435,0.00230398
capacity,80211be,nMidi,1,9,1,192.168.1.2:49153,192.168.1.1:9,958,958,0,0,0.0672677,0.00464266
capacity,80211be,nMidi,1,10,1,192.168.1.2:49153,192.168.1.1:9,789,789,0,0,0.0668798,0.00398698
capacity,80211be,nMidi,2,1,1,192.168.1.3:49153,192.168.1.1:9,883,883,0,0,0.0664209,0.00410785
capacity,80211be,nMidi,2,1,2,192.168.1.2:49153,192.168.1.1:9,969,969,0,0,0.0661122,0.00340163
capacity,80211be,nMidi,2,2,1,192.168.1.3:49153,192.168.1.1:9,846,846,0,0,0.0660334,0.00330783
capacity,80211be,nMidi,2,2,2,192.168.1.2:49153,192.168.1.1:9,776,776,0,0,0.0661348,0.00336882
capacity,80211be,nMidi,2,3,1,192.168.1.2:49153,192.168.1.1:9,956,956,0,0,0.0666284,0.0043296
capacity,80211be,nMidi,2,3,2,192.168.1.3:49153,192.168.1.1:9,862,862,0,0,0.0671008,0.00546025
capacity,80211be,nMidi,2,4,1,192.168.1.3:49153,192.168.1.1:9,795,795,0,0,0.0665403,0.00420354
capacity,80211be,nMidi,2,4,2,192.168.1.2:49153,192.168.1.1:9,885,885,0,0,0.0668663,0.0044827
capacity,80211be,nMidi,2,5,1,192.168.1.3:49153,192.168.1.1:9,998,998,0,0,0.066511,0.00439923
capacity,80211be,nMidi,2,5,2,192.168.1.2:49153,192.168.1.1:9,910,910,0,0,0.0666807,0.00442527
capacity,80211be,nMidi,2,6,1,192.168.1.3:49153,192.168.1.1:9,776,776,0,0,0.0681713,0.00460349
capacity,80211be,nMidi,2,6,2,192.168.1.2:49153,192.168.1.1:9,772,772,0,0,0.0680429,0.006975
capacity,80211be,nMidi,2,7,1,192.168.1.3:49153,192.168.1.1:9,966,966,0,0,0.0667643,0.00462092
capacity,80211be,nMidi,2,7,2,192.168.1.2:49153,192.168.1.1:9,938,938,0,0,0.0677009,0.00657342
capacity,80211be,nMidi,2,8,1,192.168.1.2:49153,192.168.1.1:9,862,862,0,0,0.0665135,0.00413187
capacity,80211be,nMidi,2,8,2,192.168.1.3:49153,192.168.1.1:9,976,976,0,0,0.0680208,0.00696537
capacity,80211be,nMidi,2,9,1,192.168.1.3:49153,192.168.1.1:9,906,906,0,0,0.0669652,0.0051516
capacity,80211be,nMidi,2,9,2,192.168.1.2:49153,192.168.1.1:9,824,824,0,0,0.0671258,0.00518669
capacity,80211be,nMidi,2,10,1,192.168.1.3:49153,192.168.1.1:9,910,910,0,0,0.0665932,0.00438439
capacity,80211be,nMidi,2,10,2,192.168.1.2:49153,192.168.1.1:9,931,931,0,0,0.0713088,0.00640338
capacity,80211be,nMidi,4,1,1,192.168.1.5:49153,192.168.1.1:9,873,873,0,0,0.0696305,0.00660893
capacity,80211be,nMidi,4,1,2,192.168.1.2:49153,192.168.1.1:9,744,744,0,0,0.0718848,0.00873869
capacity,80211be,nMidi,4,1,3,192.168.1.4:49153,192.168.1.1:9,909,909,0,0,0.0669633,0.00490363
capacity,80211be,nMidi,4,1,4,192.168.1.3:49153,192.168.1.1:9,866,866,0,0,0.0672612,0.00461507
capacity,80211be,nMidi,4,2,1,192.168.1.2:49153,192.168.1.1:9,876,876,0,0,0.0672103,0.00287262
capacity,80211be,nMidi,4,2,2,192.168.1.4:49153,192.168.1.1:9,865,865,0,0,0.0670119,0.00429545
capacity,80211be,nMidi,4,2,3,192.168.1.3:49153,192.168.1.1:9,825,825,0,0,0.0673958,0.00520893
capacity,80211be,nMidi,4,2,4,192.168.1.5:49153,192.168.1.1:9,964,964,0,0,0.0705167,0.00671387
capacity,80211be,nMidi,4,3,1,192.168.1.2:49153,192.168.1.1:9,770,770,0,0,0.0670461,0.00452512
capacity,80211be,nMidi,4,3,2,192.168.1.4:49153,192.168.1.1:9,991,991,0,0,0.0680631,0.00543464
capacity,80211be,nMidi,4,3,3,192.168.1.5:49153,192.168.1.1:9,809,809,0,0,0.068111,0.00680788
capacity,80211be,nMidi,4,3,4,192.168.1.3:49153,192.168.1.1:9,972,972,0,0,0.067643,0.00424416
capacity,80211be,nMidi,4,4,1,192.168.1.3:49153,192.168.1.1:9,891,891,0,0,0.067173,0.00503111
capacity,80211be,nMidi,4,4,2,192.168.1.4:49153,192.168.1.1:9,965,965,0,0,0.0684754,0.00758105
capacity,80211be,nMidi,4,4,3,192.168.1.2:49153,192.168.1.1:9,916,916,0,0,0.0676549,0.00452058
capacity,80211be,nMidi,4,4,4,192.168.1.5:49153,192.168.1.1:9,914,914,0,0,0.0685617,0.00763872
capacity,80211be,nMidi,4,5,1,192.168.1.5:49153,192.168.1.1:9,798,798,0,0,0.067341,0.00512807
capacity,80211be,nMidi,4,5,2,192.168.1.4:49153,192.168.1.1:9,817,817,0,0,0.0668128,0.00412472
capacity,80211be,nMidi,4,5,3,192.168.1.3:49153,192.168.1.1:9,901,901,0,0,0.0672857,0.00487117
capacity,80211be,nMidi,4,5,4,192.168.1.2:49153,192.168.1.1:9,749,749,0,0,0.0660993,0.00308721
capacity,80211be,nMidi,4,6,1,192.168.1.2:49153,192.168.1.1:9,831,831,0,0,0.0673153,0.00540835
capacity,80211be,nMidi,4,6,2,192.168.1.4:49153,192.168.1.1:9,1053,1053,0,0,0.0669815,0.00452629
capacity,80211be,nMidi,4,6,3,192.168.1.5:49153,192.168.1.1:9,779,779,0,0,0.0732801,0.00805328
capacity,80211be,nMidi,4,6,4,192.168.1.3:49153,192.168.1.1:9,792,792,0,0,0.0670384,0.00377617
capacity,80211be,nMidi,4,7,1,192.168.1.2:49153,192.168.1.1:9,969,969,0,0,0.0664489,0.00368338
capacity,80211be,nMidi,4,7,2,192.168.1.4:49153,192.168.1.1:9,903,903,0,0,0.067705,0.00478397
capacity,80211be,nMidi,4,7,3,192.168.1.3:49153,192.168.1.1:9,835,835,0,0,0.0685733,0.00421738
capacity,80211be,nMidi,4,7,4,192.168.1.5:49153,192.168.1.1:9,850,850,0,0,0.0673516,0.00513581
capacity,80211be,nMidi,4,8,1,192.168.1.4:49153,192.168.1.1:9,824,824,0,0,0.0684911,0.0051454
capacity,80211be,nMidi,4,8,2,192.168.1.2:49153,192.168.1.1:9,903,903,0,0,0.0684163,0.00648278
capacity,80211be,nMidi,4,8,3,192.168.1.3:49153,192.168.1.1:9,951,951,0,0,0.068431,0.0070641
capacity,80211be,nMidi,4,8,4,192.168.1.5:49153,192.168.1.1:9,929,929,0,0,0.0798084,0.00726366
capacity,80211be,nMidi,4,9,1,192.168.1.4:49153,192.168.1.1:9,943,943,0,0,0.0680165,0.00655696
capacity,80211be,nMidi,4,9,2,192.168.1.3:49153,192.168.1.1:9,861,861,0,0,0.0668501,0.00384292
capacity,80211be,nMidi,4,9,3,192.168.1.5:49153,192.168.1.1:9,762,762,0,0,0.0672789,0.003251
capacity,80211be,nMidi,4,9,4,192.168.1.2:49153,192.168.1.1:9,842,842,0,0,0.0665849,0.00392838
capacity,80211be,nMidi,4,10,1,192.168.1.2:49153,192.168.1.1:9,912,912,0,0,0.0675388,0.00565647
capacity,80211be,nMidi,4,10,2,192.168.1.3:49153,192.168.1.1:9,872,872,0,0,0.0667382,0.00420194
capacity,80211be,nMidi,4,10,3,192.168.1.4:49153,192.168.1.1:9,778,778,0,0,0.0664974,0.00353945
capacity,80211be,nMidi,4,10,4,192.168.1.5:49153,192.168.1.1:9,965,965,0,0,0.0703261,0.00523046
capacity,80211be,nMidi,6,1,1,192.168.1.6:49153,192.168.1.1:9,983,983,0,0,0.0677192,0.00551394
capacity,80211be,nMidi,6,1,2,192.168.1.2:49153,192.168.1.1:9,914,914,0,0,0.0672591,0.00422595
capacity,80211be,nMidi,6,1,3,192.168.1.3:49153,192.168.1.1:9,860,860,0,0,0.0693213,0.00568699
capacity,80211be,nMidi,6,1,4,192.168.1.5:49153,192.168.1.1:9,824,824,0,0,0.0689787,0.00606954
capacity,80211be,nMidi,6,1,5,192.168.1.7:49153,192.168.1.1:9,826,826,0,0,0.0671125,0.0037263
capacity,80211be,nMidi,6,1,6,192.168.1.4:49153,192.168.1.1:9,875,875,0,0,0.0692866,0.00473821
capacity,80211be,nMidi,6,2,1,192.168.1.2:49153,192.168.1.1:9,969,969,0,0,0.0690667,0.00468604
capacity,80211be,nMidi,6,2,2,192.168.1.7:49153,192.168.1.1:9,865,865,0,0,0.0685913,0.00547902
capacity,80211be,nMidi,6,2,3,192.168.1.3:49153,192.168.1.1:9,863,863,0,0,0.0739293,0.0103751
capacity,80211be,nMidi,6,2,4,192.168.1.5:49153,192.168.1.1:9,906,906,0,0,0.0661517,0.00320069
capacity,80211be,nMidi,6,2,5,192.168.1.4:49153,192.168.1.1:9,835,835,0,0,0.067639,0.00555802
capacity,80211be,nMidi,6,2,6,192.168.1.6:49153,192.168.1.1:9,830,830,0,0,0.0743588,0.0100998
capacity,80211be,nMidi,6,3,1,192.168.1.7:49153,192.168.1.1:9,838,838,0,0,0.0667664,0.00415705
capacity,80211be,nMidi,6,3,2,192.168.1.3:49153,192.168.1.1:9,887,887,0,0,0.0680779,0.00427465
capacity,80211be,nMidi,6,3,3,192.168.1.4:49153,192.168.1.1:9,949,949,0,0,0.0719341,0.00714815
capacity,80211be,nMidi,6,3,4,192.168.1.5:49153,192.168.1.1:9,909,909,0,0,0.0662089,0.00268334
capacity,80211be,nMidi,6,3,5,192.168.1.2:49153,192.168.1.1:9,818,818,0,0,0.0673378,0.00422471
capacity,80211be,nMidi,6,3,6,192.168.1.6:49153,192.168.1.1:9,914,914,0,0,0.0753334,0.00807354
capacity,80211be,nMidi,6,4,1,192.168.1.3:49153,192.168.1.1:9,972,972,0,0,0.068568,0.00608347
capacity,80211be,nMidi,6,4,2,192.168.1.4:49153,192.168.1.1:9,860,860,0,0,0.0670817,0.0049937
capacity,80211be,nMidi,6,4,3,192.168.1.6:49153,192.168.1.1:9,891,891,0,0,0.0701895,0.00551875
capacity,80211be,nMidi,6,4,4,192.168.1.5:49153,192.168.1.1:9,837,837,0,0,0.0700375,0.00734646
capacity,80211be,nMidi,6,4,5,192.168.1.2:49153,192.168.1.1:9,949,949,0,0,0.0767537,0.00854459
capacity,80211be,nMidi,6,4,6,192.168.1.7:49153,192.168.1.1:9,819,819,0,0,0.067958,0.00406451
capacity,80211be,nMidi,6,5,1,192.168.1.4:49153,192.168.1.1:9,866,866,0,0,0.0688079,0.00649745
capacity,80211be,nMidi,6,5,2,192.168.1.6:49153,192.168.1.1:9,807,807,0,0,0.0684412,0.00628433
capacity,80211be,nMidi,6,5,3,192.168.1.7:49153,192.168.1.1:9,1004,1004,0,0,0.0778022,0.00676617
capacity,80211be,nMidi,6,5,4,192.168.1.2:49153,192.168.1.1:9,870,870,0,0,0.0675568,0.00500765
capacity,80211be,nMidi,6,5,5,192.168.1.5:49153,192.168.1.1:9,793,793,0,0,0.0703665,0.00608806
capacity,80211be,nMidi,6,5,6,192.168.1.3:49153,192.168.1.1:9,819,819,0,0,0.0681642,0.00514241
capacity,80211be,nMidi,6,6,1,192.168.1.2:49153,192.168.1.1:9,884,884,0,0,0.0684376,0.00454271
capacity,80211be,nMidi,6,6,2,192.168.1.5:49153,192.168.1.1:9,901,901,0,0,0.0694244,0.00514506
capacity,80211be,nMidi,6,6,3,192.168.1.6:49153,192.168.1.1:9,794,794,0,0,0.0666323,0.00381459
capacity,80211be,nMidi,6,6,4,192.168.1.4:49153,192.168.1.1:9,801,801,0,0,0.0695548,0.00420221
capacity,80211be,nMidi,6,6,5,192.168.1.7:49153,192.168.1.1:9,851,851,0,0,0.0666265,0.00389346
capacity,80211be,nMidi,6,6,6,192.168.1.3:49153,192.168.1.1:9,794,794,0,0,0.067163,0.00443291
capacity,80211be,nMidi,6,7,1,192.168.1.7:49153,192.168.1.1:9,998,998,0,0,0.0700802,0.00556233
capacity,80211be,nMidi,6,7,2,192.168.1.5:49153,192.168.1.1:9,945,945,0,0,0.0736034,0.00605931
capacity,80211be,nMidi,6,7,3,192.168.1.3:49153,192.168.1.1:9,973,973,0,0,0.0762771,0.0103113
capacity,80211be,nMidi,6,7,4,192.168.1.6:49153,192.168.1.1:9,849,849,0,0,0.0726809,0.00624521
capacity,80211be,nMidi,6,7,5,192.168.1.2:49153,192.168.1.1:9,888,888,0,0,0.0735289,0.00446763
capacity,80211be,nMidi,6,7,6,192.168.1.4:49153,192.168.1.1:9,872,872,0,0,0.0751136,0.0117724
capacity,80211be,nMidi,6,8,1,192.168.1.7:49153,192.168.1.1:9,886,886,0,0,0.0742969,0.0111271
capacity,80211be,nMidi,6,8,2,192.168.1.2:49153,192.168.1.1:9,781,781,0,0,0.0813046,0.0106558
capacity,80211be,nMidi,6,8,3,192.168.1.5:49153,192.168.1.1:9,859,859,0,0,0.0669097,0.00384497
capacity,80211be,nMidi,6,8,4,192.168.1.3:49153,192.168.1.1:9,920,920,0,0,0.0701798,0.0054433
capacity,80211be,nMidi,6,8,5,192.168.1.4:49153,192.168.1.1:9,809,809,0,0,0.0725812,0.00724166
capacity,80211be,nMidi,6,8,6,192.168.1.6:49153,192.168.1.1:9,802,802,0,0,0.0667021,0.00410923
capacity,80211be,nMidi,6,9,1,192.168.1.2:49153,192.168.1.1:9,727,727,0,0,0.06622,0.00278553
capacity,80211be,nMidi,6,9,2,192.168.1.5:49153,192.168.1.1:9,867,867,0,0,0.0674542,0.005686
capacity,80211be,nMidi,6,9,3,192.168.1.7:49153,192.168.1.1:9,858,858,0,0,0.0679013,0.00447774
capacity,80211be,nMidi,6,9,4,192.168.1.3:49153,192.168.1.1:9,902,902,0,0,0.0698133,0.00726614
capacity,80211be,nMidi,6,9,5,192.168.1.6:49153,192.168.1.1:9,868,868,0,0,0.0711208,0.00499136
capacity,80211be,nMidi,6,9,6,192.168.1.4:49153,192.168.1.1:9,971,971,0,0,0.0693818,0.00540306
capacity,80211be,nMidi,6,10,1,192.168.1.7:49153,192.168.1.1:9,857,857,0,0,0.0666912,0.00390611
capacity,80211be,nMidi,6,10,2,192.168.1.5:49153,192.168.1.1:9,841,841,0,0,0.0805039,0.00793525
capacity,80211be,nMidi,6,10,3,192.168.1.3:49153,192.168.1.1:9,904,904,0,0,0.0692458,0.00779124
capacity,80211be,nMidi,6,10,4,192.168.1.4:49153,192.168.1.1:9,870,870,0,0,0.0669282,0.00396706
